_id,name,email,role,department,designation,createdAt,__v
670627fde88879333ce6f8a2,Christian Fleming,tdonovan@example.com,employee,IT,Junior IT Engineer,2024-09-01,0
670627fde88879333ce6f8a3,Gregory Malone,marygregory@example.com,admin,Engineering,Junior Engineering Engineer,2024-06-12,1
670627fde88879333ce6f8a4,John Douglas,steven36@example.com,admin,Engineering,Senior Engineering Engineer,2024-09-23,1
670627fde88879333ce6f8a5,Pamela Stewart,ntorres@example.org,admin,Engineering,Junior Engineering Engineer,2024-06-29,0
670627fde88879333ce6f8a6,Travis Ward,ycox@example.org,employee,Engineering,Senior Engineering Engineer,2024-06-29,0
670627fde88879333ce6f8a7,Jacqueline Blair,andrea70@example.net,admin,IT,Junior IT Engineer,2024-02-16,0
670627fde88879333ce6f8a8,Robert Stewart,jane70@example.org,admin,IT,Junior IT Engineer,2024-03-01,0
670627fde88879333ce6f8a9,Hannah Wallace,david52@example.com,employee,Engineering,Junior Engineering Engineer,2024-08-20,0
670627fde88879333ce6f8aa,Sara Smith,patrick04@example.net,employee,Engineering,Junior Engineering Engineer,2024-04-20,0
670627fde88879333ce6f8ab,Jimmy Horne,lynn95@example.net,admin,Engineering,Senior Engineering Engineer,2024-05-11,0
670627fde88879333ce6f8ac,Ronald Torres,pedro22@example.com,employee,IT,Senior IT Engineer,2024-04-10,0
670627fde88879333ce6f8ad,Preston Bell,dawnmartin@example.net,employee,IT,Junior IT Engineer,2024-06-09,1
670627fde88879333ce6f8ae,Erika Martinez,seancarpenter@example.com,employee,IT,Senior IT Engineer,2024-09-02,0
670627fde88879333ce6f8af,Jeremy Butler,qreed@example.net,employee,Engineering,Senior Engineering Engineer,2024-07-16,1
670627fde88879333ce6f8b0,Janet York,reynoldsnicole@example.net,admin,Engineering,Senior Engineering Engineer,2024-10-08,1
670627fde88879333ce6f8b1,Steven Washington,gnelson@example.net,admin,Engineering,Senior Engineering Engineer,2024-02-21,1
670627fde88879333ce6f8b2,Anne Green,aaronhogan@example.net,employee,IT,Senior IT Engineer,2024-04-30,1
670627fde88879333ce6f8b3,Marcus Evans,galvandaniel@example.com,employee,Engineering,Senior Engineering Engineer,2024-09-07,0
670627fde88879333ce6f8b4,Vincent Beck,laurie47@example.org,employee,IT,Junior IT Engineer,2024-09-19,0
670627fde88879333ce6f8b5,Todd Clark,wmartinez@example.net,admin,IT,Senior IT Engineer,2024-04-13,1
670627fde88879333ce6f8b6,Anthony Prince,simsscott@example.com,employee,IT,Senior IT Engineer,2024-06-05,0
670627fde88879333ce6f8b7,Steven Rush,sotodana@example.com,admin,IT,Junior IT Engineer,2024-09-07,0
670627fde88879333ce6f8b8,Teresa Williams,robingrant@example.com,admin,Engineering,Senior Engineering Engineer,2024-01-16,1
670627fde88879333ce6f8b9,Donald Rivas,kevincampos@example.net,employee,Engineering,Senior Engineering Engineer,2024-03-21,0
670627fde88879333ce6f8ba,Ellen Rogers,reedjason@example.com,employee,IT,Junior IT Engineer,2024-06-30,0
670627fde88879333ce6f8bb,Kenneth Butler,johnsonsarah@example.net,employee,IT,Junior IT Engineer,2024-03-28,1
670627fde88879333ce6f8bc,Mr. Brent Duffy,charlespetty@example.org,employee,Engineering,Senior Engineering Engineer,2024-03-16,0
670627fde88879333ce6f8bd,Joseph Wilson,rogertaylor@example.net,employee,IT,Junior IT Engineer,2024-08-16,0
670627fde88879333ce6f8be,Dr. Nichole King,owall@example.com,admin,IT,Senior IT Engineer,2024-04-14,1
670627fde88879333ce6f8bf,Andrea Rose,ecombs@example.net,employee,Engineering,Senior Engineering Engineer,2024-07-13,1
670627fde88879333ce6f8c0,Michael Vasquez,cross@example.com,employee,IT,Senior IT Engineer,2024-05-19,1
670627fde88879333ce6f8c1,Susan Bradley,sweeneymaria@example.com,employee,IT,Senior IT Engineer,2024-06-09,0
670627fde88879333ce6f8c2,Timothy Henry,ryan59@example.org,admin,Engineering,Junior Engineering Engineer,2024-03-29,0
670627fde88879333ce6f8c3,William Stewart,werneralison@example.com,employee,Engineering,Senior Engineering Engineer,2024-08-22,1
670627fde88879333ce6f8c4,John Mccoy,nicolephelps@example.org,employee,Engineering,Senior Engineering Engineer,2024-01-23,0
670627fde88879333ce6f8c5,Caroline Robertson,cindymcfarland@example.net,employee,IT,Junior IT Engineer,2024-08-23,1
670627fde88879333ce6f8c6,Stephanie Williams,sawyerchristopher@example.org,employee,IT,Senior IT Engineer,2024-05-08,0
670627fde88879333ce6f8c7,Lisa Kennedy,esantiago@example.net,employee,Engineering,Senior Engineering Engineer,2024-03-22,0
670627fde88879333ce6f8c8,Gina Chaney,colleenwilson@example.com,admin,IT,Junior IT Engineer,2024-06-13,0
670627fde88879333ce6f8c9,Debra Perez,martinpatrick@example.net,employee,IT,Junior IT Engineer,2024-01-01,1
670627fde88879333ce6f8ca,Martin King,coliver@example.com,employee,Engineering,Senior Engineering Engineer,2024-05-09,1
670627fde88879333ce6f8cb,Corey Huff,karen85@example.net,employee,IT,Senior IT Engineer,2024-03-06,1
670627fde88879333ce6f8cc,Brittany Huang,tbrown@example.net,admin,IT,Junior IT Engineer,2024-07-04,1
670627fde88879333ce6f8cd,Sara Love,owall@example.net,admin,IT,Senior IT Engineer,2024-07-21,1
670627fde88879333ce6f8ce,Sergio Rodriguez,juliesavage@example.com,employee,IT,Junior IT Engineer,2024-07-14,1
670627fde88879333ce6f8cf,Robert Wolf,jill29@example.org,employee,Engineering,Junior Engineering Engineer,2024-01-11,1
670627fde88879333ce6f8d0,Jordan Gonzalez,sjimenez@example.com,admin,IT,Junior IT Engineer,2024-04-21,1
670627fde88879333ce6f8d1,Albert Thompson,christina41@example.com,employee,IT,Junior IT Engineer,2024-09-18,0
670627fde88879333ce6f8d2,Victor Navarro,gonzalesbobby@example.com,employee,IT,Junior IT Engineer,2024-07-07,1
670627fde88879333ce6f8d3,Thomas Price,andrea06@example.com,admin,IT,Junior IT Engineer,2024-09-02,1
670627fde88879333ce6f8d4,Travis Leon,mpope@example.org,employee,IT,Senior IT Engineer,2024-07-17,0
670627fde88879333ce6f8d5,Kelly Sims,angelmiller@example.org,employee,IT,Junior IT Engineer,2024-03-15,1
670627fde88879333ce6f8d6,Anthony Peters,blopez@example.net,admin,IT,Junior IT Engineer,2024-02-29,0
670627fde88879333ce6f8d7,Stephen Archer,ysingh@example.net,employee,IT,Senior IT Engineer,2024-08-10,0
670627fde88879333ce6f8d8,Robert Larsen,richardpearson@example.com,employee,IT,Senior IT Engineer,2024-03-01,0
670627fde88879333ce6f8d9,Christopher Terry,gilmoreeric@example.org,employee,Engineering,Junior Engineering Engineer,2024-01-16,1
670627fde88879333ce6f8da,Kayla Bell,mjones@example.org,employee,Engineering,Senior Engineering Engineer,2024-05-20,1
670627fde88879333ce6f8db,Mary Wilson,christine61@example.com,admin,IT,Junior IT Engineer,2024-08-26,0
670627fde88879333ce6f8dc,Andrew Burgess,pauljames@example.com,employee,IT,Senior IT Engineer,2024-09-17,1
670627fde88879333ce6f8dd,Thomas Clarke,alexanderbrent@example.org,admin,IT,Senior IT Engineer,2024-04-22,1
670627fde88879333ce6f8de,Lauren Khan,leebrittany@example.org,admin,Engineering,Senior Engineering Engineer,2024-01-01,1
670627fde88879333ce6f8df,Ray Flores,shawrobin@example.net,admin,IT,Senior IT Engineer,2024-07-12,0
670627fde88879333ce6f8e0,Miss Paula Pittman,davidhicks@example.org,employee,IT,Senior IT Engineer,2024-07-23,0
670627fde88879333ce6f8e1,Emily Neal,lawrencebrandi@example.org,admin,IT,Junior IT Engineer,2024-06-22,1
670627fde88879333ce6f8e2,Elizabeth Huang,jeremiah36@example.com,admin,IT,Senior IT Engineer,2024-04-08,1
670627fde88879333ce6f8e3,Edward Hines,marymartin@example.net,admin,Engineering,Junior Engineering Engineer,2024-01-17,0
670627fde88879333ce6f8e4,William Huber,courtneythompson@example.org,employee,IT,Junior IT Engineer,2024-03-17,0
670627fde88879333ce6f8e5,Marc Short,fritzandrea@example.com,employee,IT,Senior IT Engineer,2024-01-24,1
670627fde88879333ce6f8e6,Michele Atkins,jessicawalton@example.org,admin,Engineering,Junior Engineering Engineer,2024-01-04,0
670627fde88879333ce6f8e7,Caleb Mendez,ana82@example.net,employee,IT,Junior IT Engineer,2024-08-10,0
670627fde88879333ce6f8e8,Kurt Holland,scottwoods@example.net,employee,IT,Junior IT Engineer,2024-07-09,0
670627fde88879333ce6f8e9,Christine Malone,ramirezcrystal@example.org,admin,Engineering,Junior Engineering Engineer,2024-01-01,1
670627fde88879333ce6f8ea,Edward Moody,ejackson@example.org,admin,IT,Senior IT Engineer,2024-08-13,1
670627fde88879333ce6f8eb,Judy Hawkins,kaneemily@example.org,admin,Engineering,Junior Engineering Engineer,2024-06-18,1
670627fde88879333ce6f8ec,Tiffany Montgomery,clementsrodney@example.net,admin,Engineering,Junior Engineering Engineer,2024-05-25,0
670627fde88879333ce6f8ed,Emily Townsend,gomezjames@example.org,admin,IT,Senior IT Engineer,2024-03-04,0
670627fde88879333ce6f8ee,Deborah Williams,kingsteven@example.net,admin,Engineering,Senior Engineering Engineer,2024-05-07,0
670627fde88879333ce6f8ef,Carol Wilson,smithregina@example.net,employee,IT,Junior IT Engineer,2024-02-05,1
670627fde88879333ce6f8f0,Jennifer Burns MD,christopherhernandez@example.com,employee,IT,Junior IT Engineer,2024-05-15,0
670627fde88879333ce6f8f1,James Smith,salazarjenny@example.com,admin,Engineering,Senior Engineering Engineer,2024-06-30,1
670627fde88879333ce6f8f2,Daniel Richardson,deanernest@example.com,admin,IT,Junior IT Engineer,2024-09-27,1
670627fde88879333ce6f8f3,Pamela Price,yhoward@example.com,employee,Engineering,Senior Engineering Engineer,2024-02-02,0
670627fde88879333ce6f8f4,Debra Singleton,theresa11@example.org,admin,IT,Senior IT Engineer,2024-02-20,0
670627fde88879333ce6f8f5,Alex Morgan,kenneth53@example.com,employee,Engineering,Senior Engineering Engineer,2024-09-19,0
670627fde88879333ce6f8f6,Shelby Clark,baileyjenkins@example.net,admin,Engineering,Junior Engineering Engineer,2024-05-08,0
670627fde88879333ce6f8f7,Jennifer Mercado,wgreen@example.com,employee,IT,Senior IT Engineer,2024-02-05,0
670627fde88879333ce6f8f8,Sonya Moore,matthewanderson@example.org,employee,Engineering,Senior Engineering Engineer,2024-09-18,0
670627fde88879333ce6f8f9,Chelsea Taylor,brianmcdonald@example.org,employee,Engineering,Senior Engineering Engineer,2024-09-24,0
670627fde88879333ce6f8fa,Robert Brandt,jessica69@example.org,employee,IT,Senior IT Engineer,2024-05-08,0
670627fde88879333ce6f8fb,Joseph Hall,aanthony@example.net,admin,IT,Junior IT Engineer,2024-04-17,1
670627fde88879333ce6f8fc,Brittany Dixon,ipayne@example.com,employee,IT,Junior IT Engineer,2024-10-08,0
670627fde88879333ce6f8fd,Gina Franklin,daniellewagner@example.org,admin,IT,Senior IT Engineer,2024-03-04,0
670627fde88879333ce6f8fe,Anita Reeves,ldunn@example.com,admin,Engineering,Senior Engineering Engineer,2024-04-09,0
670627fde88879333ce6f8ff,Dustin Gray,amypatel@example.com,admin,IT,Junior IT Engineer,2024-03-05,1
670627fde88879333ce6f900,Anthony Atkinson,joyce60@example.net,employee,Engineering,Senior Engineering Engineer,2024-03-20,1
670627fde88879333ce6f901,Samantha Gallagher,kyates@example.org,employee,IT,Senior IT Engineer,2024-06-21,0
670627fde88879333ce6f902,Benjamin Mendoza,dianabarber@example.com,admin,Engineering,Senior Engineering Engineer,2024-06-20,0
670627fde88879333ce6f903,Lauren Reid DDS,cmiranda@example.net,employee,IT,Senior IT Engineer,2024-08-02,1
670627fde88879333ce6f904,Nicole Brewer,margaretryan@example.com,employee,Engineering,Junior Engineering Engineer,2024-01-21,1
670627fde88879333ce6f905,Mrs. Stephanie Short,wperez@example.org,admin,IT,Senior IT Engineer,2024-07-01,1
670627fde88879333ce6f906,Thomas Price,fisherjillian@example.com,admin,IT,Senior IT Engineer,2024-05-31,1
670627fde88879333ce6f907,Michelle Ward,doyleluis@example.com,admin,Engineering,Junior Engineering Engineer,2024-09-10,0
670627fde88879333ce6f908,Michelle Graham,gardnerkelsey@example.com,employee,IT,Senior IT Engineer,2024-05-14,1
670627fde88879333ce6f909,Julie Watson,louisbutler@example.net,employee,IT,Junior IT Engineer,2024-08-11,0
670627fde88879333ce6f90a,Matthew Santos,hgreen@example.net,admin,IT,Senior IT Engineer,2024-04-08,1
670627fde88879333ce6f90b,Darryl Bell,deborahgonzalez@example.com,admin,Engineering,Junior Engineering Engineer,2024-06-07,0
670627fde88879333ce6f90c,Hailey Hopkins,wulynn@example.org,admin,Engineering,Junior Engineering Engineer,2024-05-21,1
670627fde88879333ce6f90d,Brian Nguyen,holmesshawn@example.net,admin,IT,Junior IT Engineer,2024-05-31,0
670627fde88879333ce6f90e,Jon Nelson,kaiseradam@example.com,employee,IT,Senior IT Engineer,2024-09-07,0
670627fde88879333ce6f90f,Holly Grimes,dklein@example.com,admin,Engineering,Senior Engineering Engineer,2024-05-07,1
670627fde88879333ce6f910,Maria Myers,hughessamantha@example.com,employee,Engineering,Junior Engineering Engineer,2024-07-23,1
670627fde88879333ce6f911,Tina Holmes,caldwellalicia@example.net,admin,IT,Junior IT Engineer,2024-05-18,1
670627fde88879333ce6f912,Mark Williams,dramsey@example.com,employee,IT,Senior IT Engineer,2024-07-27,1
670627fde88879333ce6f913,Robert Brown,mariah23@example.org,admin,IT,Junior IT Engineer,2024-06-21,0
670627fde88879333ce6f914,Laura Brennan,dchristensen@example.net,admin,IT,Junior IT Engineer,2024-07-25,0
670627fde88879333ce6f915,Denise Contreras,xclark@example.com,employee,Engineering,Junior Engineering Engineer,2024-06-20,0
670627fde88879333ce6f916,Ashley Johnson,bschultz@example.com,employee,IT,Junior IT Engineer,2024-09-26,1
670627fde88879333ce6f917,Amanda Wells,vegajoshua@example.com,employee,IT,Junior IT Engineer,2024-02-03,0
670627fde88879333ce6f918,Amy Mason,jacob51@example.com,admin,Engineering,Junior Engineering Engineer,2024-03-10,0
670627fde88879333ce6f919,Daniel Gordon,christianjohnson@example.com,employee,Engineering,Junior Engineering Engineer,2024-07-09,1
670627fde88879333ce6f91a,Paul Gilmore,michelle50@example.com,employee,IT,Senior IT Engineer,2024-08-18,0
670627fde88879333ce6f91b,Kevin Rice,katie57@example.com,employee,IT,Junior IT Engineer,2024-08-16,1
670627fde88879333ce6f91c,Diana Martinez,weissmartin@example.com,employee,IT,Junior IT Engineer,2024-03-14,0
670627fde88879333ce6f91d,Darlene Daniels,lisa54@example.org,employee,Engineering,Senior Engineering Engineer,2024-03-31,1
670627fde88879333ce6f91e,Beth Franco,harrisdonald@example.net,admin,Engineering,Junior Engineering Engineer,2024-08-02,1
670627fde88879333ce6f91f,Lori Torres,heathercook@example.com,admin,Engineering,Senior Engineering Engineer,2024-04-06,1
670627fde88879333ce6f920,Frank Richardson,xkeller@example.com,admin,IT,Senior IT Engineer,2024-05-16,0
670627fde88879333ce6f921,Donna Padilla,jack03@example.net,admin,IT,Senior IT Engineer,2024-09-01,1
670627fde88879333ce6f922,Gregory Evans,ballluis@example.net,employee,Engineering,Senior Engineering Engineer,2024-04-01,1
670627fde88879333ce6f923,Brian Johnson,shayden@example.org,employee,Engineering,Senior Engineering Engineer,2024-09-15,1
670627fde88879333ce6f924,Jeffrey Reese,igallegos@example.org,admin,Engineering,Senior Engineering Engineer,2024-01-02,0
670627fde88879333ce6f925,Rodney Wallace,jasminecohen@example.com,admin,Engineering,Senior Engineering Engineer,2024-09-27,0
670627fde88879333ce6f926,Beverly Figueroa,fhill@example.com,admin,IT,Junior IT Engineer,2024-04-15,0
670627fde88879333ce6f927,Amanda Bishop,tinajackson@example.net,employee,Engineering,Senior Engineering Engineer,2024-08-17,0
670627fde88879333ce6f928,Emily Jackson,omcdaniel@example.org,admin,Engineering,Junior Engineering Engineer,2024-08-14,1
670627fde88879333ce6f929,Juan Moore,amber03@example.net,employee,Engineering,Senior Engineering Engineer,2024-01-23,1
670627fde88879333ce6f92a,Christopher Jones,david60@example.com,employee,Engineering,Senior Engineering Engineer,2024-06-26,1
670627fde88879333ce6f92b,Michael Stewart,gregorymolina@example.org,admin,Engineering,Junior Engineering Engineer,2024-08-30,0
670627fde88879333ce6f92c,Dr. Dawn Mendoza,sclarke@example.org,employee,Engineering,Senior Engineering Engineer,2024-05-21,1
670627fde88879333ce6f92d,Christian Thompson,philippowell@example.org,employee,Engineering,Senior Engineering Engineer,2024-05-17,0
670627fde88879333ce6f92e,Hannah Curry,rushjessica@example.net,admin,Engineering,Junior Engineering Engineer,2024-05-04,1
670627fde88879333ce6f92f,Melissa Smith,kaylacole@example.org,admin,Engineering,Senior Engineering Engineer,2024-06-19,0
670627fde88879333ce6f930,William Koch,uwoods@example.net,admin,IT,Junior IT Engineer,2024-03-01,1
670627fde88879333ce6f931,Matthew Bryan,emilyyoung@example.com,employee,IT,Senior IT Engineer,2024-10-04,1
670627fde88879333ce6f932,Victor Anderson,ttownsend@example.net,admin,Engineering,Junior Engineering Engineer,2024-01-12,0
670627fde88879333ce6f933,Samantha Yates,daniel35@example.com,employee,Engineering,Senior Engineering Engineer,2024-05-10,1
670627fde88879333ce6f934,Edwin Harper,dennis32@example.com,admin,IT,Junior IT Engineer,2024-09-08,1
670627fde88879333ce6f935,Gregory Howe,blackwelljohn@example.org,employee,Engineering,Junior Engineering Engineer,2024-06-18,1
670627fde88879333ce6f936,Michael Jackson,fnelson@example.com,employee,Engineering,Senior Engineering Engineer,2024-03-23,1
670627fde88879333ce6f937,Ronald Hayden,tamarawilliams@example.com,employee,Engineering,Senior Engineering Engineer,2024-02-17,1
670627fde88879333ce6f938,Stephanie Adams,matthewjones@example.net,admin,Engineering,Junior Engineering Engineer,2024-07-15,1
670627fde88879333ce6f939,James Murphy,sanchezjames@example.org,admin,IT,Junior IT Engineer,2024-02-06,0
670627fde88879333ce6f93a,Steven White,kenneth59@example.org,admin,Engineering,Senior Engineering Engineer,2024-03-08,1
670627fde88879333ce6f93b,Randy Sheppard,jaredwallace@example.com,admin,Engineering,Junior Engineering Engineer,2024-05-19,0
670627fde88879333ce6f93c,Sara Hawkins,elizabeth14@example.net,admin,IT,Senior IT Engineer,2024-07-08,0
670627fde88879333ce6f93d,Timothy Smith,nicolemcpherson@example.org,employee,Engineering,Senior Engineering Engineer,2024-06-06,1
670627fde88879333ce6f93e,Cody Douglas,cpeters@example.com,employee,IT,Senior IT Engineer,2024-05-28,1
670627fde88879333ce6f93f,Breanna Glass,wowens@example.net,admin,Engineering,Junior Engineering Engineer,2024-01-01,1
670627fde88879333ce6f940,Zachary Page,hillanna@example.com,employee,IT,Senior IT Engineer,2024-03-31,0
670627fde88879333ce6f941,Michael Diaz,greenmanuel@example.com,employee,Engineering,Junior Engineering Engineer,2024-02-21,1
670627fde88879333ce6f942,Heather Evans,lonniedorsey@example.org,admin,Engineering,Junior Engineering Engineer,2024-03-07,1
670627fde88879333ce6f943,Jordan Crane,castillomichael@example.org,admin,Engineering,Junior Engineering Engineer,2024-07-23,1
670627fde88879333ce6f944,April Wilson,laura01@example.org,employee,IT,Junior IT Engineer,2024-07-25,0
670627fde88879333ce6f945,Melissa Clark,jennajenkins@example.org,admin,Engineering,Senior Engineering Engineer,2024-09-23,0
670627fde88879333ce6f946,Gregory Garcia,jeffreygarcia@example.com,employee,IT,Junior IT Engineer,2024-05-20,0
670627fde88879333ce6f947,Scott Davis,collinshannah@example.net,employee,IT,Senior IT Engineer,2024-07-19,1
670627fde88879333ce6f948,Jenna Cole,tgutierrez@example.com,admin,Engineering,Senior Engineering Engineer,2024-04-07,0
670627fde88879333ce6f949,Hector Leonard,julienelson@example.com,employee,IT,Senior IT Engineer,2024-07-13,1
670627fde88879333ce6f94a,Christine Spears,christopheradkins@example.net,employee,Engineering,Senior Engineering Engineer,2024-02-19,1
670627fde88879333ce6f94b,Brianna Dalton,sharon53@example.org,admin,IT,Senior IT Engineer,2024-07-09,0
670627fde88879333ce6f94c,Michelle Madden,ryan44@example.org,admin,Engineering,Junior Engineering Engineer,2024-02-26,1
670627fde88879333ce6f94d,Barbara Evans,donald59@example.org,admin,Engineering,Senior Engineering Engineer,2024-01-10,1
670627fde88879333ce6f94e,Denise Sanders,catherinebush@example.com,employee,Engineering,Junior Engineering Engineer,2024-08-18,1
670627fde88879333ce6f94f,James Garcia,holdenlucas@example.org,employee,Engineering,Senior Engineering Engineer,2024-10-07,1
670627fde88879333ce6f950,Ronnie Rivera,michelleross@example.net,employee,Engineering,Junior Engineering Engineer,2024-05-05,0
670627fde88879333ce6f951,Paula Gillespie,bushgregory@example.com,admin,Engineering,Senior Engineering Engineer,2024-05-18,1
670627fde88879333ce6f952,Ronald Dorsey,lisajackson@example.org,admin,IT,Senior IT Engineer,2024-04-05,0
670627fde88879333ce6f953,Robert White,brian88@example.net,admin,IT,Junior IT Engineer,2024-08-28,1
670627fde88879333ce6f954,Jerry Garza,warddawn@example.com,admin,IT,Senior IT Engineer,2024-09-15,0
670627fde88879333ce6f955,Kevin Morgan,bradley56@example.net,admin,Engineering,Junior Engineering Engineer,2024-05-10,1
670627fde88879333ce6f956,Ryan Petty,omcdaniel@example.net,employee,IT,Junior IT Engineer,2024-07-27,1
670627fde88879333ce6f957,Charles Hester,rwilliams@example.com,employee,IT,Junior IT Engineer,2024-06-30,0
670627fde88879333ce6f958,Samantha Ross,weaverjoseph@example.org,employee,IT,Senior IT Engineer,2024-03-27,1
670627fde88879333ce6f959,Ashley Lewis,richardhardy@example.org,admin,IT,Junior IT Engineer,2024-09-27,0
670627fde88879333ce6f95a,Lisa Lopez,brandythompson@example.com,admin,IT,Junior IT Engineer,2024-01-03,0
670627fde88879333ce6f95b,Amy Saunders,patrick88@example.net,employee,Engineering,Junior Engineering Engineer,2024-02-09,1
670627fde88879333ce6f95c,Kristen Shepherd,smithbrian@example.net,employee,Engineering,Senior Engineering Engineer,2024-05-28,1
670627fde88879333ce6f95d,Richard Hester,hgriffith@example.org,employee,Engineering,Senior Engineering Engineer,2024-01-21,0
670627fde88879333ce6f95e,Brian Jacobs,djohnson@example.net,employee,IT,Junior IT Engineer,2024-07-21,0
670627fde88879333ce6f95f,Scott Parker,adrienne19@example.com,employee,IT,Senior IT Engineer,2024-02-02,1
670627fde88879333ce6f960,Cindy Wilson,tlawrence@example.net,employee,IT,Senior IT Engineer,2024-07-10,1
670627fde88879333ce6f961,Connie Phillips,brownjenny@example.com,admin,Engineering,Senior Engineering Engineer,2024-07-17,0
670627fde88879333ce6f962,Amber Vincent,ofields@example.com,employee,IT,Junior IT Engineer,2024-03-16,1
670627fde88879333ce6f963,Tammy Adams,jason17@example.org,employee,Engineering,Senior Engineering Engineer,2024-03-18,0
670627fde88879333ce6f964,Joseph Conrad,cory14@example.org,admin,Engineering,Senior Engineering Engineer,2024-03-24,0
670627fde88879333ce6f965,Tiffany Thompson,joseph57@example.org,admin,Engineering,Junior Engineering Engineer,2024-06-27,0
670627fde88879333ce6f966,Amy Brooks,patrick98@example.net,admin,Engineering,Junior Engineering Engineer,2024-08-19,0
670627fde88879333ce6f967,Tammy Ellison,zcordova@example.net,employee,IT,Junior IT Engineer,2024-03-09,1
670627fde88879333ce6f968,Kimberly Sheppard,andreasmith@example.org,employee,IT,Junior IT Engineer,2024-04-27,0
670627fde88879333ce6f969,Lisa Mcclure,ngordon@example.org,employee,Engineering,Senior Engineering Engineer,2024-05-30,1
670627fde88879333ce6f96a,Jason Kirk,nguyenteresa@example.net,employee,Engineering,Junior Engineering Engineer,2024-06-16,1
670627fde88879333ce6f96b,Dr. Michael Browning,williamsrobert@example.net,employee,IT,Senior IT Engineer,2024-03-12,1
670627fde88879333ce6f96c,Mrs. Lisa Baker,kelly08@example.com,employee,IT,Senior IT Engineer,2024-01-07,1
670627fde88879333ce6f96d,Daniel White,michael29@example.com,admin,IT,Senior IT Engineer,2024-09-02,1
670627fde88879333ce6f96e,Thomas Diaz,richard93@example.org,admin,Engineering,Junior Engineering Engineer,2024-01-27,0
670627fde88879333ce6f96f,Rose Morris,sandymora@example.net,employee,Engineering,Junior Engineering Engineer,2024-07-03,0
670627fde88879333ce6f970,Amanda Lawrence,rossalexandra@example.com,admin,IT,Junior IT Engineer,2024-06-03,0
670627fde88879333ce6f971,Cheryl Li,okoch@example.org,admin,IT,Senior IT Engineer,2024-03-28,0
670627fde88879333ce6f972,Rachel Miles,bryantanita@example.com,admin,Engineering,Junior Engineering Engineer,2024-06-28,1
670627fde88879333ce6f973,Matthew White,masseytimothy@example.net,admin,IT,Junior IT Engineer,2024-06-10,0
670627fde88879333ce6f974,Jeremy Gutierrez,jlopez@example.net,admin,IT,Senior IT Engineer,2024-02-10,1
670627fde88879333ce6f975,Barbara Clayton,andersonandrew@example.org,admin,Engineering,Junior Engineering Engineer,2024-02-25,0
670627fde88879333ce6f976,John Gonzales,zwilliams@example.net,employee,IT,Junior IT Engineer,2024-02-16,1
670627fde88879333ce6f977,Gary Clay,ithompson@example.org,admin,Engineering,Senior Engineering Engineer,2024-09-26,1
670627fde88879333ce6f978,Crystal Contreras,brewercourtney@example.org,employee,IT,Junior IT Engineer,2024-09-28,0
670627fde88879333ce6f979,Andrew Rogers,anashannon@example.org,admin,IT,Senior IT Engineer,2024-02-22,1
670627fde88879333ce6f97a,Vicki Hall,carl70@example.com,admin,IT,Junior IT Engineer,2024-02-29,1
670627fde88879333ce6f97b,Craig Woodard,villaanna@example.org,admin,Engineering,Junior Engineering Engineer,2024-06-16,1
670627fde88879333ce6f97c,Sharon Rogers,patrick72@example.com,admin,Engineering,Junior Engineering Engineer,2024-03-22,0
670627fde88879333ce6f97d,Christopher Melendez,riverajennifer@example.com,admin,Engineering,Senior Engineering Engineer,2024-05-27,1
670627fde88879333ce6f97e,Nathaniel Davis,alexgarcia@example.org,admin,IT,Senior IT Engineer,2024-02-07,1
670627fde88879333ce6f97f,Lindsay Roberts,theresavalentine@example.net,employee,Engineering,Senior Engineering Engineer,2024-03-28,1
670627fde88879333ce6f980,Michelle Reed,mfranco@example.net,employee,IT,Senior IT Engineer,2024-05-26,0
670627fde88879333ce6f981,Steven Hughes,james72@example.net,admin,Engineering,Senior Engineering Engineer,2024-01-24,1
670627fde88879333ce6f982,Brett Martinez,alexanderdurham@example.com,employee,Engineering,Senior Engineering Engineer,2024-07-30,1
670627fde88879333ce6f983,Melissa Davis,jimmyklein@example.com,employee,Engineering,Senior Engineering Engineer,2024-04-20,1
670627fde88879333ce6f984,Julie Anderson,omendez@example.net,admin,Engineering,Senior Engineering Engineer,2024-09-09,1
670627fde88879333ce6f985,Jessica Gutierrez,carterjoshua@example.net,admin,IT,Junior IT Engineer,2024-08-25,0
670627fde88879333ce6f986,Anthony Wright,adam21@example.com,admin,Engineering,Senior Engineering Engineer,2024-07-01,1
670627fde88879333ce6f987,Tara Pugh,morenoamanda@example.org,employee,IT,Senior IT Engineer,2024-08-27,0
670627fde88879333ce6f988,Lisa Rodriguez,pattonlindsay@example.net,employee,IT,Senior IT Engineer,2024-05-16,0
670627fde88879333ce6f989,Crystal Ford,conradmichael@example.net,employee,IT,Senior IT Engineer,2024-08-09,1
670627fde88879333ce6f98a,Donald Kirby,gallaghertyler@example.org,admin,IT,Junior IT Engineer,2024-04-22,0
670627fde88879333ce6f98b,Steven Phillips,kbarnett@example.net,admin,Engineering,Senior Engineering Engineer,2024-04-26,1
670627fde88879333ce6f98c,Gerald Franklin,knewton@example.net,admin,IT,Junior IT Engineer,2024-01-16,0
670627fde88879333ce6f98d,Patrick Lewis,prodriguez@example.net,employee,IT,Junior IT Engineer,2024-08-28,0
670627fde88879333ce6f98e,Karen Edwards,briannapage@example.org,employee,IT,Senior IT Engineer,2024-06-25,1
